index,total_lossess
0,3.0206248399077866
1,2.6759927943495456
2,2.0759799919753776
3,2.026605079525807
4,1.9897432020844006
5,1.9550867974953574
6,1.9246542808657787
7,1.9025999875928534
8,1.886665524342021
9,1.8738757724449284
10,1.8630502944696143
11,1.853619132120101
12,1.8452558873911373
13,1.8377648950795658
14,1.831023964803727
15,1.8249445355524783
16,1.8194471390520939
17,1.8144519443199283
18,1.8098800834280544
19,1.8056592797451332
20,1.8017343064605214
21,1.7980687250856493
22,1.794628701131852
23,1.7913730058513704
24,1.7882601103235465
25,1.7852532433681803
26,1.7823201464043288
27,1.7794304544417585
28,1.7765542127265306
29,1.773661919265497
30,1.770724907546747
31,1.7677165272196786
32,1.7646137925445058
33,1.7614052469222272
34,1.7581101114241804
35,1.7548101081222784
36,1.7516503956278817
37,1.7487438564613216
38,1.7460848423692048
39,1.7436100568927702
40,1.7412706118724384
41,1.739038468657947
42,1.7368974504314485
43,1.734836748467117
44,1.732848915975602
45,1.73092788446145
46,1.7290686435386784
47,1.7272664779913232
48,1.7255167801653752
49,1.723815082487513
50,1.7221568698570378
51,1.720537872314453
52,1.718954107565958
53,1.7174018384589524
54,1.7158781258004612
55,1.7143799453485207
56,1.7129045605268636
57,1.7114493948514344
58,1.710012427158043
59,1.7085937600057632
60,1.7071958448066087
61,1.7058196571225026
62,1.7044630882388256
63,1.7031235466628778
64,1.701799198838531
65,1.7004885864257813
66,1.699190761378554
67,1.697904845691118
68,1.6966301914902986
69,1.6953655805744108
70,1.694109812251857
71,1.6928610404593045
72,1.6916173766089266
73,1.6903764343261718
74,1.689135607109695
75,1.687892008296779
76,1.6866419832823707
77,1.6853812546026512
78,1.6841045242059425
79,1.6828048105708888
80,1.681473521248239
81,1.680099439777312
82,1.6786676775822875
83,1.677158660888672
84,1.675545331611008
85,1.6737905008284772
86,1.6718447225601947
87,1.6696513266641586
88,1.6671750778448386
89,1.6644730114545978
90,1.6617318500456264
91,1.659126021588435
92,1.6566971125368213
93,1.6544259393410605
94,1.6522884331374872
95,1.6502605550797258
96,1.6483206251801037
97,1.6464532445688718
98,1.6446538256035474
99,1.642922290739466
100,1.64125241138896
101,1.6396350923131724
102,1.6380626891089267
103,1.636529318387391
104,1.635030665163134
105,1.633563304963659
106,1.632124246065734
107,1.630710876965132
108,1.6293205711489818
109,1.6279510272917201
110,1.6266000491282977
111,1.625265507932569
112,1.6239455226210295
113,1.6226383571937435
114,1.621342760930296
115,1.6200581209776832
116,1.6187838219814614
117,1.6175196012903432
118,1.616264530869781
119,1.6150176451636142
120,1.613777460817431
121,1.6125426395603868
122,1.6113119206663038
123,1.6100858844694546
124,1.6088663270043546
125,1.6076547716484695
126,1.6064509832663614
127,1.6052541338811155
128,1.604062870213243
129,1.6028761416575947
130,1.6016925173900165
131,1.6005107341828892
132,1.5993295213042713
133,1.5981479307080877
134,1.596965507132108
135,1.5957827708760246
136,1.5946002147236809
137,1.59341790871542
138,1.5922357427878457
139,1.591053376745005
140,1.5898702852843238
141,1.5886858005211002
142,1.5874993821441152
143,1.5863112502801613
144,1.585122365482518
145,1.583933735831839
146,1.582745806584593
147,1.5815592081038679
148,1.580375141081263
149,1.579195026335169
150,1.5780199369837027
151,1.576850838583024
152,1.575688268942911
153,1.5745325407434683
154,1.5733841667800652
155,1.5722435222688267
156,1.5711108198322234
157,1.5699861545250064
158,1.568869571373111
159,1.5677607877137232
160,1.5666597635237898
161,1.5655662061347337
162,1.5644797653448388
163,1.563400286064773
164,1.562327410588499
165,1.5612609187892226
166,1.5602006680848168
167,1.5591464058297582
168,1.55809817454854
169,1.5570559867483669
170,1.5560197924004227
171,1.5549896890608992
172,1.553965564164959
173,1.5529472251016585
174,1.5519345868220094
175,1.5509273691646388
176,1.5499252669537653
177,1.5489281701259927
178,1.547936216260566
179,1.5469494003546043
180,1.5459680150766844
181,1.5449919603691726
182,1.5440213412925845
183,1.543055997754707
184,1.542095857213755
185,1.5411407495717533
186,1.54019033963563
187,1.5392445223448705
188,1.5383029324891138
189,1.5373654825179304
190,1.536432074875128
191,1.535502987220639
192,1.5345786422979637
193,1.5336592952540664
194,1.5327451887287078
195,1.5318360025374615
196,1.530931604103964
197,1.5300318833648183
198,1.5291365376456838
199,1.5282454168601114
200,1.5273583584144468
201,1.5264752072193586
202,1.5255958031826333
203,1.524719973704854
204,1.5238475862096568
205,1.5229786782186538
206,1.522112949558946
207,1.521250525302574
208,1.5203912503602075
209,1.5195351372390495
210,1.5186820958872311
211,1.5178320837802572
212,1.516985055892194
213,1.5161409546899014
214,1.5152997201387999
215,1.514461362244653
216,1.513625708408043
217,1.512792808657787
218,1.5119625604348104
219,1.5111350137679305
220,1.5103100535908682
221,1.5094877299324412
222,1.5086679502393379
223,1.5078507320216445
224,1.507035985227491
225,1.506223629810771
226,1.505413493172067
227,1.5046054227234889
228,1.5037990982806095
229,1.5029943297339268
230,1.5021910620517418
231,1.5013897930207798
232,1.5005910779609055
233,1.499795542232326
234,1.4990034584920915
235,1.4982147792128264
236,1.4974293092821467
237,1.4966469386366545
238,1.4958673220775165
239,1.4950903945672707
240,1.4943159009589524
241,1.4935439363073129
242,1.4927742529697106
243,1.4920067709000384
244,1.4912414725882106
245,1.4904782604780353
246,1.4897170970478997
247,1.4889579047531378
248,1.4882007161124806
249,1.4874454785956712
250,1.4866922147156763
251,1.4859408619364753
252,1.4851915503329918
253,1.4844441173115714
254,1.483698625408235
255,1.4829550195912844
256,1.482213177290119
257,1.481473080994653
258,1.4807347206991226
259,1.4799981889568392
260,1.4792636433585744
261,1.4785311839619621
262,1.4778007082079279
263,1.477072193583504
264,1.4763456701059812
265,1.475621055227811
266,1.474898398977811
267,1.4741776012983479
268,1.4734587322297643
269,1.472741834296555
270,1.4720268349569352
271,1.4713138517786246
272,1.470602762191022
273,1.4698937287877818
274,1.4691865864738087
275,1.4684815003441982
276,1.4677784303758967
277,1.467077369064581
278,1.4663782738857583
279,1.46568121237833
280,1.4649862520811987
281,1.464293270423764
282,1.4636024049852716
283,1.4629135256907977
284,1.4622267876296746
285,1.4615421257644403
286,1.460859535092213
287,1.4601791131691855
288,1.4595008624967982
289,1.458824770567847
290,1.4581508673996222
291,1.4574791980180584
292,1.4568096898813718
293,1.45614245805584
294,1.455477384973745
295,1.4548145456783106
296,1.4541538826363987
297,1.4534953733350409
298,1.452839105324667
299,1.4521849885534066
300,1.4515329254650677
301,1.4508829310682954
302,1.450234875288166
303,1.4495884954733926
304,1.4489435965115909
305,1.4482999482702035
306,1.4476583762247055
307,1.4470198134125254
308,1.4463841672803535
309,1.4457510976322363
310,1.4451204068543482
311,1.4444920324106687
312,1.4438659017594133
313,1.4432420724337218
314,1.4426204393730788
315,1.4420009325371412
316,1.441383631972016
317,1.4407684751416816
318,1.4401554670490202
319,1.4395444501032595
320,1.4389355793937306
321,1.4383286272893188
322,1.4377237013519786
323,1.4371206640024656
324,1.4365195252465421
325,1.435920395147605
326,1.4353230735903881
327,1.434727873254995
328,1.4341346065333633
329,1.4335433859903304
330,1.4329542541503906
331,1.4323670709328573
332,1.4317818938708697
333,1.4311986804399333
334,1.430617438144371
335,1.4300381519755379
336,1.429460789414703
337,1.428885365470511
338,1.42831187263864
339,1.4277402583888321
340,1.4271705452340548
341,1.42660264812532
342,1.4260366696217022
343,1.4254724321209016
344,1.4249100732021645
345,1.4243494752977717
346,1.423790710949507
347,1.4232336876040599
348,1.4226784452844838
349,1.4221249114489947
350,1.4215731861552254
351,1.421023156838339
352,1.4204748510141842
353,1.4199283237144595
354,1.4193833973368661
355,1.418840274498111
356,1.4182987600858095
357,1.417758936647509
358,1.4172208442062628
359,1.4166844064681257
360,1.4161496446953443
361,1.4156164863461353
362,1.4150849877029168
363,1.4145551737800974
364,1.4140269983010214
365,1.4135004862800975
366,1.4129755976942717
367,1.4124523075291366
368,1.4119306708163901
369,1.4114106125128074
370,1.410892267696193
371,1.4103754387527214
372,1.409860221987865
373,1.409346601142258
374,1.4088345199334815
375,1.4083240634105243
376,1.4078151452736776
377,1.4073078155517578
378,1.40680202921883
379,1.4062977324939165
380,1.4057950542012199
381,1.4052938505078925
382,1.404794182699235
383,1.4042960482738056
384,1.4037993334160475
385,1.4033041957167327
386,1.4028104525706806
387,1.4023182615686636
388,1.4018274701227906
389,1.401338164532771
390,1.4008502584988956
391,1.4003638108050236
392,1.3998788001889089
393,1.3993951478551645
394,1.3989128825703605
395,1.3984320305996254
396,1.3979525406634221
397,1.3974744627905673
398,1.3969977532058464
399,1.3965223093501857
400,1.396048213771132
401,1.395575493984535
402,1.3951040574370839
403,1.3946339766705622
404,1.3941651491258966
405,1.3936976648549564
406,1.393231460071001
407,1.3927665035060195
408,1.3923028289294634
409,1.3918404188312468
410,1.391379285718574
411,1.3909193720583055
412,1.3904607516429461
413,1.3900033006511752
414,1.3895471816766456
415,1.3890922421314678
416,1.3886384832663614
417,1.3881859551101434
418,1.387734612636879
419,1.3872844933681803
420,1.3868356198170146
421,1.3863878256375672
422,1.385941348466717
423,1.385496075739626
424,1.385051944920274
425,1.3846089997838755
426,1.3841672290739466
427,1.3837266778164223
428,1.3832873209968943
429,1.3828491010822233
430,1.382411991807281
431,1.381976076970335
432,1.3815412915339236
433,1.3811075742127465
434,1.380675027565878
435,1.3802435252705558
436,1.3798131286120807
437,1.3793838438440542
438,1.3789556434506276
439,1.3785285411897252
440,1.3781024069864243
441,1.3776773934286148
442,1.3772534104644276
443,1.3768305068719582
444,1.3764086138615843
445,1.3759877952200466
446,1.3755679984170883
447,1.3751492672279233
448,1.3747315953989498
449,1.3743149516621573
450,1.373899396052126
451,1.3734848810414797
452,1.3730714566590356
453,1.3726590478615683
454,1.3722477684646355
455,1.3718375271656476
456,1.371428376494861
457,1.3710202689249007
458,1.3706132820004322
459,1.3702073369260694
460,1.3698024399554143
461,1.3693986736360142
462,1.3689959429131178
463,1.3685942978155419
464,1.3681936833115875
465,1.3677941731937597
466,1.367395677410188
467,1.3669983197821947
468,1.3666020002521453
469,1.3662067138171587
470,1.3658125055031698
471,1.3654193077712762
472,1.3650271881603802
473,1.3646361053967084
474,1.3642461195148405
475,1.363857105442735
476,1.3634691945060353
477,1.3630823166643986
478,1.3626965444596086
479,1.3623117015400872
480,1.3619280443035189
481,1.3615454214127336
482,1.3611638478763768
483,1.3607833799768667
484,1.3604039839447521
485,1.3600256097512167
486,1.359648356203173
487,1.3592720356925587
488,1.3588966294585683
489,1.3585220887231046
490,1.3581483446965452
491,1.3577754411541048
492,1.3574033830986647
493,1.3570321205014089
494,1.356661795944464
495,1.356292369404777
496,1.355923828375144
497,1.3555562353915855
498,1.3551895416760054
499,1.3548237209632747
500,1.3544587970170818
501,1.3540947760910285
502,1.3537316144099
503,1.3533693469938686
504,1.3530079500792456
505,1.3526473836429784
506,1.3522877239790119
507,1.3519288597732293
508,1.351570839803727
509,1.3512136190445696
510,1.3508572637839396
511,1.350501766517514
512,1.3501470609571111
513,1.3497931808721824
514,1.3494401125048028
515,1.3490878921258644
516,1.348736430934218
517,1.3483858314889376
518,1.3480360412597656
519,1.3476870827596696
520,1.347338924720639
521,1.3469916034135663
522,1.346645050048828
523,1.3462993096523599
524,1.3459543384489467
525,1.3456101664558786
526,1.3452667448950595
527,1.3449241438068327
528,1.3445822743900486
529,1.3442411341432665
530,1.3439007918561092
531,1.34356116748247
532,1.3432223523249391
533,1.342884198798508
534,1.3425468257216155
535,1.3422101480452742
536,1.3418741745245262
537,1.3415388576319962
538,1.3412043524570152
539,1.3408704238641456
540,1.3405372832251377
541,1.3402047429319288
542,1.339872914298636
543,1.3395417347892384
544,1.3392112306688653
545,1.3388813731709464
546,1.3385521785548478
547,1.3382236530741707
548,1.3378957116799277
549,1.3375685157150519
550,1.337241856309234
551,1.3369158610359568
552,1.3365905148865747
553,1.3362657528236264
554,1.3359416373831325
555,1.3356181860751792
556,1.3352953538738312
557,1.3349730894995517
558,1.3346515117707798
559,1.3343304718517865
560,1.3340101260826236
561,1.333690399420066
562,1.3333713093741995
563,1.3330528346827775
564,1.33273503788182
565,1.3324178201644148
566,1.3321012415651416
567,1.3317853183433659
568,1.3314700254846792
569,1.3311552941994589
570,1.3308412345511014
571,1.3305278277788006
572,1.3302150075943744
573,1.3299027902571883
574,1.3295911745165216
575,1.3292801966432666
576,1.3289698578881437
577,1.3286600681992828
578,1.3283509151271133
579,1.3280423361356142
580,1.3277343562391937
581,1.3274270067058627
582,1.3271202162445568
583,1.326813971097352
584,1.3265083112873015
585,1.3262031805319865
586,1.325898578831407
587,1.3255945449578956
588,1.3252909788538199
589,1.3249880080926613
590,1.3246856064092918
591,1.324383810074603
592,1.324082564056897
593,1.323782060967117
594,1.3234821056928792
595,1.3231828120497406
596,1.322884181288422
597,1.3225861721351497
598,1.3222887545726336
599,1.3219919723760887
600,1.3216957842717405
601,1.3214002678042553
602,1.3211053079073545
603,1.320811023399478
604,1.3205173042172291
605,1.3202242354095959
606,1.3199317506883965
607,1.3196399250968556
608,1.3193486473208569
609,1.3190580561903655
610,1.3187680516477491
611,1.3184786424480501
612,1.3181898486027952
613,1.3179017539102522
614,1.3176142408027025
615,1.3173273605596825
616,1.3170411381956006
617,1.3167554986672323
618,1.3164705482858128
619,1.3161862182617188
620,1.3159025261050366
621,1.3156194918272925
622,1.315337119180648
623,1.3150553944071786
624,1.3147742624751857
625,1.3144938922319256
626,1.3142141223344646
627,1.3139350153188234
628,1.3136566499803888
629,1.3133789500252147
630,1.31310194171843
631,1.3128256037977875
632,1.312550025064437
633,1.312275110463627
634,1.3120009512979476
635,1.3117275350601947
636,1.3114548830126154
637,1.311183015166736
638,1.3109119365254387
639,1.3106416095671107
640,1.3103721255943424
641,1.310103492111456
642,1.3098357316314198
643,1.3095688241427061
644,1.3093028647000673
645,1.309037812029729
646,1.308773708656186
647,1.3085105720895236
648,1.3082484398513543
649,1.3079873269503233
650,1.307727243392194
651,1.3074682929867603
652,1.3072104031922387
653,1.3069537516109277
654,1.3066983169805808
655,1.3064442606441309
656,1.3061915500828476
657,1.3059403378846215
658,1.305690800401031
659,1.3054429426349576
660,1.3051970585056991
661,1.3049531880363088
662,1.3047115801201492
663,1.3044723810915086
664,1.3042358723624807
665,1.3040022928206647
666,1.3037718050597145
667,1.3035447630335073
668,1.3033211479812372
669,1.3031010036781185
670,1.3028840524642193
671,1.302669581428903
672,1.302456214779713
673,1.3022417524994396
674,1.302022903942671
675,1.3017958844294313
676,1.3015567229224032
677,1.301302869202661
678,1.3010350712010117
679,1.3007575751132652
680,1.3004757777980118
681,1.3001943556988826
682,1.2999161366947363
683,1.2996425816270172
684,1.2993740832219358
685,1.2991103713238825
686,1.2988509506475732
687,1.2985952258500897
688,1.2983425978363536
689,1.2980925700703605
690,1.2978447135550075
691,1.2975986580770524
692,1.2973540884549501
693,1.2971108420950466
694,1.2968687413950437
695,1.2966275849889535
696,1.2963872365482518
697,1.2961476773121319
698,1.2959087797071112
699,1.295670418661149
700,1.2954325891713625
701,1.295195218695969
702,1.2949583472580206
703,1.2947218322753906
704,1.294485683753842
705,1.2942499229556226
706,1.294014449823098
707,1.293779339399494
708,1.2935445216444672
709,1.293309967791448
710,1.293075699102683
711,1.2928416693015177
712,1.2926079796963053
713,1.2923745114686058
714,1.2921413309066023
715,1.2919084042408429
716,1.2916757227162845
717,1.2914433376124648
718,1.291211187644083
719,1.290979322839956
720,1.2907477206871159
721,1.2905164112028529
722,1.290285334352587
723,1.290054548920178
724,1.2898240386462603
725,1.2895937985279522
726,1.2893638873491131
727,1.2891342400722818
728,1.2889049067262743
729,1.2886758935646931
730,1.2884471280457543
731,1.2882187214835745
732,1.2879906150942944
733,1.2877628601574507
734,1.2875354103963883
735,1.287308277067591
736,1.2870815089491545
737,1.2868550822773919
738,1.2866290158131084
739,1.286403274536133
740,1.286177948498335
741,1.2859529426449634
742,1.2857283220134799
743,1.2855040978603676
744,1.285280235165455
745,1.2850567326780225
746,1.284833595400951
747,1.2846108746137777
748,1.2843885077804815
749,1.2841665349241163
750,1.283944923525951
751,1.2837237423756085
752,1.2835029201820247
753,1.2832825057232966
754,1.283062478987897
755,1.282842764932601
756,1.282623541159708
757,1.2824046750928533
758,1.2821862055043705
759,1.2819680786132812
760,1.2817503744656924
761,1.2815330217705396
762,1.2813160430407917
763,1.2810992919421589
764,1.2808828310106621
765,1.280666585203077
766,1.2804505607730052
767,1.280234745213243
768,1.2800191247658652
769,1.279803834508677
770,1.2795888219114209
771,1.2793742320576653
772,1.2791599886534644
773,1.2789462542924723
774,1.2787328976490457
775,1.278520035040183
776,1.2783076089327452
777,1.2780956418396996
778,1.2778841225045625
779,1.2776730496766138
780,1.2774624396152183
781,1.2772522460437212
782,1.2770424602070793
783,1.2768331308833887
784,1.2766242055423924
785,1.2764156666740043
786,1.2762075205318262
787,1.2759997058305583
788,1.275792345140801
789,1.2755852946297066
790,1.2753786343433817
791,1.2751723292616548
792,1.2749663606237192
793,1.2747607221759734
794,1.2745554539414703
795,1.2743505659259733
796,1.2741459880891393
797,1.2739417116759253
798,1.2737378642598136
799,1.2735343007572362
800,1.2733311324823098
801,1.2731283056540568
802,1.2729258277767994
803,1.272723711357742
804,1.2725219689040888
805,1.272320577902872
806,1.2721195371033716
807,1.2719188877793608
808,1.2717186524438078
809,1.271518747298444
810,1.2713192611444193
811,1.2711201489557984
812,1.2709214432513127
813,1.2707231615410477
814,1.2705252688048316
815,1.2703278050657179
816,1.2701307778280289
817,1.2699341370629482
818,1.2697379815773886
819,1.2695422013079534
820,1.2693468662949858
821,1.2691519402675941
822,1.268957472003874
823,1.2687633964663647
824,1.2685697411709145
825,1.2683765536448994
826,1.2681837100669986
827,1.2679912842297163
828,1.2677992923924182
829,1.267607717045018
830,1.267416498152936
831,1.2672257032550749
832,1.267035307337026
833,1.2668452503642098
834,1.266655647402904
835,1.266466404649078
836,1.2662775671286661
837,1.2660891335909483
838,1.2659010364970222
839,1.2657133721523597
840,1.2655260317442847
841,1.265339135341957
842,1.265152557873335
843,1.2649664269119014
844,1.2647806361464204
845,1.2645952818823643
846,1.264410252805616
847,1.2642256602302926
848,1.2640414441218142
849,1.2638576570104378
850,1.2636742088442943
851,1.2634912584648759
852,1.2633086232670019
853,1.263126528380347
854,1.2629446623755283
855,1.2627635730680873
856,1.2625823486828414
857,1.2624023725165694
858,1.262221673433898
859,1.2620430905701685
860,1.2618625203116995
861,1.2616860874363633
862,1.261504635420002
863,1.2613321135474032
864,1.261147657300605
865,1.2609833726726594
866,1.2607918073310227
867,1.2606428565353642
868,1.2604404274362033
869,1.260301579960057
870,1.2600918103827805
871,1.259952805315862
872,1.2597436510930295
873,1.2596056816226147
874,1.2593977305928215
875,1.2592609280445537
876,1.2590542227322938
877,1.258917984258933
878,1.2587127948198162
879,1.2585767839775712
880,1.2583734968842053
881,1.2582374647797132
882,1.2580365903260278
883,1.2579003768670756
884,1.2577021914622823
885,1.257566225645972
886,1.2573700101258325
887,1.2572349861019947
888,1.257040105100538
889,1.2569063868288135
890,1.2567129354007909
891,1.2565807967889504
892,1.256388834968942
893,1.2562585211581871
894,1.2560680614533972
895,1.255939926397605
896,1.2557509275342598
897,1.2556253839711673
898,1.2554379059838467
899,1.2553153616483095
900,1.2551297734995357
901,1.255010594852635
902,1.2548274568651543
903,1.2547122505062915
904,1.2545324444379964
905,1.2544220245861617
906,1.2542470437972273
907,1.2541427212074154
908,1.2539748182453092
909,1.2538786928770973
910,1.2537218375284163
911,1.2536381968513863
912,1.2535001761014344
913,1.2534376938616643
914,1.253336386758773
915,1.2533161338430936
916,1.2532972254518604
917,1.2533996632060067
918,1.2536601732597976
919,1.2544071347596215
920,1.2554025043425012
921,1.2544930067218718
922,1.253081950203317
923,1.2523469806108318
924,1.2519974655401511
925,1.2517526920506212
926,1.2515472387094966
927,1.2513152050581136
928,1.2510969093197681
929,1.25089687034732
930,1.2507087032130506
931,1.2505247735195473
932,1.2503436817106652
933,1.2501744617399622
934,1.2500013820460585
935,1.249837094916672
936,1.2496707228363537
937,1.2495099214647636
938,1.2493464035284323
939,1.2491876333267962
940,1.2490261090388062
941,1.2488683219034165
942,1.248707938272445
943,1.2485507977595094
944,1.2483912771256243
945,1.2482346606645427
946,1.2480760555580013
947,1.2479200144283107
948,1.247762795119989
949,1.2476071579729924
950,1.2474514595406954
951,1.2472956860651734
952,1.2471413796846984
953,1.2469851672063108
954,1.2468316025030417
955,1.2466756239093717
956,1.2465213888199602
957,1.246367121211818
958,1.2462118567795049
959,1.2460585759897702
960,1.2459049474997599
961,1.245749364133741
962,1.245599991845303
963,1.2454408927041976
964,1.2452948385770204
965,1.2451334268538679
966,1.2449890874643794
967,1.2448263474761463
968,1.2446804734527088
969,1.2445211329225634
970,1.2443713478963883
971,1.2442189538674275
972,1.2440644623803312
973,1.2439159743512263
974,1.243772949468894
975,1.2436204203621286
976,1.2434912534619942
977,1.2433208365518538
978,1.2431712854103965
979,1.2430014963619045
980,1.2428561951684172
981,1.2426921856989626
982,1.2425486855428727
983,1.2423940026955527
984,1.2422583783259156
985,1.2420994793000768
986,1.2419546121065734
987,1.2417974065561763
988,1.241643678008533
989,1.2414971110859856
990,1.2413556183361616
991,1.241194245385342
992,1.241065092243132
993,1.2409021458860303
994,1.2407675408535317
995,1.2405960808425653
996,1.2404550771244238
997,1.2403035861156027
998,1.2401595669105405
999,1.240000313930824
