,epoch,train_epochs_loss,train_epochs_acc,val_epochs_loss,val_epochs_acc
0,0,0.5121439308235326,0.7676484907497566,0.41954472202521104,0.8426346528228423
1,1,0.39802142086717274,0.8333333333333334,0.3791064046896421,0.853990914990266
2,2,0.36285904019149307,0.8470058422590068,0.33878538471001846,0.8604802076573653
3,3,0.3479756408745481,0.8532538136968517,0.3395178776520949,0.8646982478909799
4,4,0.338401651874031,0.8564589419019799,0.30451820160333926,0.8650227125243348
5,5,0.334712947459565,0.8565400843881856,0.30552022273723894,0.8666450356911096
6,6,0.33131957238482446,0.8588120740019474,0.3102504060818599,0.8698896820246593
7,7,0.328270176636804,0.8602726387536515,0.3008051755336615,0.8679428942245295
8,8,0.32309445370103895,0.8636400519311912,0.3255065633700444,0.8695652173913043
9,9,0.3225775179789238,0.8609217786432977,0.3076620789674612,0.8698896820246593
10,10,0.3168015550706804,0.8648977604673808,0.30372211795586807,0.872485399091499
11,11,0.3146503174427858,0.8656280428432327,0.3347298434147468,0.8708630759247242
12,12,0.313812852059443,0.8672103213242454,0.3446328662908994,0.8718364698247891
13,13,0.31360665209514577,0.8668857513794223,0.32476353645324707,0.8718364698247891
14,14,0.31178386985641166,0.8672914638104512,0.29398087698679704,0.8731343283582089
15,15,0.3097239545325643,0.8678188899707887,0.2848250224040105,0.8715120051914341
16,16,0.3089276997698951,0.86769717624148,0.30306142568588257,0.8702141466580143
17,17,0.3100707848969194,0.8667640376501136,0.2932108503121596,0.8737832576249189
18,18,0.30609167774313506,0.8687114573190523,0.2982740058348729,0.8737832576249189
19,19,0.30318006166477796,0.8706994482310938,0.2881489120996915,0.8741077222582738
20,20,0.30468982734631017,0.8696040246673158,0.3158017855424147,0.872485399091499
21,21,0.3037341946793586,0.8687520285621552,0.2899021368760329,0.872809863724854
22,22,0.30070758572558764,0.8706994482310938,0.28502628665703994,0.8731343283582089
23,23,0.30100890610021414,0.8719977280103862,0.297848988037843,0.8741077222582738
24,24,0.29886710920284704,0.8706588769879909,0.2886937982760943,0.8767034393251135
25,25,0.2989999455274995,0.8715920155793574,0.3351837969743289,0.8767034393251135
26,26,0.2984481784179039,0.8719977280103862,0.3071144406612103,0.8737832576249189
27,27,0.29764092122156594,0.8727280103862383,0.33323874611120957,0.8763789746917586
28,28,0.2951301577472195,0.875730282375852,0.3056567655159877,0.8783257624918884
29,29,0.29647939429455195,0.8727685816293411,0.28715623227449566,0.8760545100584036
30,30,0.2937467818714909,0.8732960077896786,0.2772713558605084,0.8750811161583387
31,31,0.2945903303082456,0.8726468679000324,0.2939076182933954,0.8773523685918235
32,32,0.2912065770822702,0.8762577085361896,0.28736623090047103,0.8780012978585334
33,33,0.290811990032491,0.876095423563778,0.27786229063685125,0.8763789746917586
34,34,0.2915418562815361,0.8758114248620578,0.30684100549954635,0.8786502271252433
35,35,0.288818711626161,0.877921129503408,0.30052254979427045,0.8786502271252433
36,36,0.29196648330418107,0.8745942875689711,0.27748350971020186,0.8792991563919533
37,37,0.2896589590716608,0.8745537163258682,0.2862442261897601,0.8773523685918235
38,38,0.29046761805249244,0.8762982797792924,0.28089257845511806,0.8783257624918884
39,39,0.2892039146312733,0.8729714378448555,0.29550228325220257,0.8773523685918235
40,40,0.28572498338738667,0.8792599805258033,0.28981681970449596,0.8757300454250486
41,41,0.28619088831636097,0.8773125608568647,0.3027603030204773,0.8799480856586632
42,42,0.2845425180245921,0.8783268419344369,0.31141789372150713,0.8805970149253731
43,43,0.28627832418250054,0.8757708536189549,0.28389092821341294,0.8773523685918235
44,44,0.28491266240778657,0.8790976955533918,0.29782751546456265,0.8799480856586632
45,45,0.28385601722702536,0.8785702693930542,0.2778947508105865,0.8773523685918235
46,46,0.2863904191661127,0.8778805582603051,0.287921762237182,0.8799480856586632
47,47,0.28177310050148324,0.8785702693930542,0.28931814661392796,0.8783257624918884
48,48,0.2811952574351399,0.8785296981499513,0.299986685697849,0.881894873458793
49,49,0.2836052405158269,0.87865141187926,0.2760864570736885,0.8780012978585334
50,50,0.2798368182686186,0.8793005517689062,0.2775131802146251,0.8805970149253731
51,51,0.27907115113489406,0.87865141187926,0.29216783665693724,0.881894873458793
52,52,0.2778308913879788,0.8802336903602727,0.28004418084254634,0.881245944192083
53,53,0.28054581014151425,0.8803959753326842,0.2934715977081886,0.8799480856586632
54,54,0.27803424692031037,0.8805988315481986,0.2898815881747466,0.8822193380921479
55,55,0.27780429834557563,0.8811668289516391,0.285423674262487,0.8796236210253082
56,56,0.2779470370295121,0.8824651087309315,0.27554293206104863,0.8825438027255029
57,57,0.2767626633963634,0.8816942551119766,0.2857730354254062,0.881570408825438
58,58,0.27771676708128035,0.8813291139240507,0.2751674944391617,0.881245944192083
59,59,0.27545362603418605,0.8820188250567997,0.2818250232017957,0.8786502271252433
60,60,0.2745492152639271,0.8825462512171373,0.28081648166363055,0.8796236210253082
61,61,0.272564821022073,0.8835199610516066,0.30882212634270007,0.8796236210253082
62,62,0.2743762381298026,0.8818565400843882,0.27889640400042903,0.881570408825438
63,63,0.2730597570999381,0.8844125283998702,0.2943456287567432,0.8802725502920181
64,64,0.2737767237056162,0.882667964946446,0.2921510911904849,0.881894873458793
65,65,0.2715661954326728,0.8831548198636806,0.2709510518381229,0.8792991563919533
66,66,0.2695845290250385,0.8860759493670886,0.28731108743410844,0.881894873458793
67,67,0.2727183584392685,0.8841691009412529,0.3073450063283627,0.8822193380921479
68,68,0.27082708370439784,0.8831142486205777,0.28205033334401935,0.8799480856586632
69,69,0.2716462758091307,0.8847370983446933,0.2800184488296509,0.8825438027255029
70,70,0.2717151188666059,0.8835605322947095,0.2705049583545098,0.8835171966255678
71,71,0.2684103324241245,0.8856702369360597,0.3217363369006377,0.8809214795587281
72,72,0.2682754064036399,0.8847776695877961,0.28775184544233173,0.8835171966255678
73,73,0.2664513203901114,0.8869279454722493,0.2795897779556421,0.8828682673588579
74,74,0.2662338015344954,0.8861165206101915,0.272360711143567,0.881570408825438
75,75,0.26708758891243295,0.8853862382343395,0.3044475626486998,0.8831927319922128
76,76,0.2652266391159333,0.8885507951963648,0.2787538663699077,0.8828682673588579
77,77,0.2657657121260142,0.8868062317429406,0.2683008419206509,0.8851395197923426
78,78,0.26710000388401073,0.8847370983446933,0.2671870935994845,0.8870863075924724
79,79,0.2651717138966334,0.8839662447257384,0.26614960283041,0.8854639844256976
80,80,0.2629562123227365,0.8879422265498215,0.2822842196776317,0.8864373783257625
81,81,0.2631001203637762,0.888104511522233,0.28709679268873656,0.8874107722258274
82,82,0.2617261646334658,0.8883479389808504,0.2826512868587787,0.8880597014925373
83,83,0.261533200587194,0.8879016553067186,0.27800951783473676,0.8854639844256976
84,84,0.2636865964255382,0.8881450827653359,0.2798033792238969,0.8867618429591174
85,85,0.26081444553493227,0.887414800389484,0.28500134899066043,0.8864373783257625
86,86,0.2595547125818803,0.8893622200584226,0.2795577152417256,0.8874107722258274
87,87,0.25895046435066105,0.8898490749756572,0.2730770879066907,0.8864373783257625
88,88,0.2579761789631598,0.8903359298928919,0.30582490448768324,0.8890330953926022
89,89,0.2595362549590081,0.8894027913015254,0.2881334722042084,0.8883841661258923
90,90,0.2614112089282459,0.8850210970464135,0.2791409412255654,0.8877352368591823
91,91,0.2596952912119246,0.8899302174618631,0.304110131584681,0.8883841661258923
92,92,0.25779974230171476,0.8913096397273612,0.27444850022976214,0.8887086307592472
93,93,0.2567900105849984,0.8922833495618305,0.26769686891482425,0.8887086307592472
94,94,0.2585957114843978,0.8904170723790977,0.2798379613802983,0.8887086307592472
95,95,0.2606660381113131,0.8889159363842908,0.3035961423928921,0.8883841661258923
96,96,0.2568782623281184,0.889565076273937,0.27817260187405807,0.8851395197923426
97,97,0.2550295216521037,0.8900113599480688,0.2703127505687567,0.8880597014925373
98,98,0.2563114097130667,0.8939873417721519,0.26622909106887305,0.8887086307592472
99,99,0.25700940084211604,0.8894433625446284,0.2634399186533231,0.8893575600259571
100,100,0.2547377220441386,0.8917964946445959,0.26748341207320875,0.8922777417261518
101,101,0.2551750188943037,0.8926890619928595,0.2676895409822464,0.8922777417261518
102,102,0.2538435889273575,0.894311911716975,0.26548228240930116,0.8932511356262167
103,103,0.2510495370196313,0.8951639078221356,0.2663499280237235,0.8916288124594419
104,104,0.25158349386195544,0.8912690684842584,0.28788647743371815,0.8896820246593121
105,105,0.2518184341720699,0.8930136319376826,0.2880643927134,0.890655418559377
106,106,0.25120809643538955,0.8952044790652386,0.2676195055246353,0.8890330953926022
107,107,0.25213158760488646,0.8926890619928595,0.26608568315322584,0.890655418559377
108,108,0.2535360501599066,0.8925673482635508,0.308278263761447,0.8948734587929915
109,109,0.25061381431584506,0.8949204803635183,0.26361266007790196,0.8922777417261518
110,110,0.24865471502554784,0.8949204803635183,0.27171562497432417,0.8913043478260869
111,111,0.2509221628154676,0.8917964946445959,0.2760314425596824,0.8916288124594419
112,112,0.2485151476774019,0.896137617656605,0.2953685281368402,0.8919532770927969
113,113,0.24963864899173224,0.8942713404738721,0.3185088886664464,0.8919532770927969
114,114,0.24676738725495093,0.8961781888997079,0.3002113722837888,0.8913043478260869
115,115,0.24591747187462049,0.8971113274910744,0.26414915890647817,0.8916288124594419
116,116,0.2485434830803232,0.8947176241480039,0.26352426553001773,0.8922777417261518
117,117,0.2474730120798976,0.8951233365790328,0.28970872782743895,0.8913043478260869
118,118,0.24521410956825176,0.8972330412203829,0.27400763676716733,0.8890330953926022
119,119,0.24851221091968498,0.894677052904901,0.32234055262345535,0.8939000648929266
120,120,0.24458223996088677,0.8960970464135021,0.27227541689689344,0.8945489941596366
121,121,0.24619064457023265,0.8983690360272639,0.2843567465360348,0.8929266709928618
122,122,0.24563356389089958,0.8972330412203829,0.27228112518787384,0.8951979234263465
123,123,0.24189015378042594,0.8965433300876339,0.26414789259433746,0.8955223880597015
124,124,0.24098824855593062,0.8989370334307043,0.3058464997089826,0.8935756002595717
125,125,0.2430693731480038,0.8976387536514119,0.2968935485069568,0.8939000648929266
126,126,0.24222382273256166,0.8991804608893217,0.297233454309977,0.8945489941596366
127,127,0.24218046941708044,0.8971113274910744,0.265317497918239,0.8922777417261518
128,128,0.240231564057242,0.8975170399221032,0.26687241460268313,0.8964957819597664
129,129,0.24197353960312518,0.8991804608893217,0.2617681459165536,0.8945489941596366
130,130,0.2421820773599074,0.8986530347289841,0.28951806976245,0.8942245295262816
131,131,0.23952849946685673,0.8976387536514119,0.32787632942199707,0.8926022063595068
132,132,0.23885407168226144,0.8991804608893217,0.27806181059433865,0.8916288124594419
133,133,0.2398825638073007,0.8986530347289841,0.270789426106673,0.8958468526930564
134,134,0.2376598462308805,0.9001947419668939,0.27467659230415636,0.8916288124594419
135,135,0.23911568076954676,0.8988153197013956,0.32175992887753707,0.8922777417261518
136,136,0.236929578264964,0.9003570269393054,0.2665638407835594,0.8951979234263465
137,137,0.23826343973272854,0.8989370334307043,0.2873328144733722,0.8916288124594419
138,138,0.2368667282394527,0.9019798766634209,0.2941452620121149,0.8958468526930564
139,139,0.2372712600476963,0.8994644595910418,0.27282091975212097,0.8958468526930564
140,140,0.23867830864547454,0.8968273287893541,0.2780398611839001,0.8968202465931213
141,141,0.23967096977627156,0.8988558909444986,0.30125210262261903,0.8955223880597015
142,142,0.23676264915884154,0.9008438818565401,0.27507997820010555,0.8939000648929266
143,143,0.23517319206724463,0.902304446608244,0.30580115891419923,0.8948734587929915
144,144,0.23527215390475756,0.9003570269393054,0.2707767096849588,0.8939000648929266
145,145,0.2349614098514478,0.9028318727685817,0.26370725064323497,0.8951979234263465
146,146,0.23906038686172248,0.900519311911717,0.2697891661754021,0.8964957819597664
147,147,0.23348759253000476,0.9019798766634209,0.26575811064014065,0.8929266709928618
148,148,0.23493443675262413,0.9025478740668614,0.26717533343113387,0.8955223880597015
149,149,0.2327058011109067,0.9018581629341123,0.2628576915997725,0.8964957819597664
150,150,0.23356177619437582,0.9015335929892891,0.292923771418058,0.8948734587929915
151,151,0.2315046238837783,0.9028724440116845,0.28814204381062436,0.8942245295262816
152,152,0.2317980415735048,0.9029941577409932,0.29000130754250747,0.8932511356262167
153,153,0.23385284072959545,0.9030347289840961,0.2808163509919093,0.8948734587929915
154,154,0.22732846761487194,0.9030347289840961,0.2849190682172775,0.8926022063595068
155,155,0.2297829220589903,0.9042112950340798,0.2710620703605505,0.8939000648929266
156,156,0.2295297010964954,0.9044952937358001,0.2643920389505533,0.8919532770927969
157,157,0.22844323055031374,0.9043330087633885,0.31440960558561176,0.8961713173264114
158,158,0.2313399115174087,0.902345017851347,0.3081257412066826,0.8945489941596366
159,159,0.22979928076881723,0.9032781564427134,0.2654425117831964,0.8968202465931213
160,160,0.22924991827650168,0.903765011359948,0.2908240843277711,0.8932511356262167
161,161,0.22893751727551528,0.9044141512495942,0.2753664885575955,0.8945489941596366
162,162,0.22953308150940335,0.9029130152547874,0.2667213363143114,0.8919532770927969
163,163,0.22759843686806788,0.9022638753651412,0.2669832345384818,0.8955223880597015
164,164,0.23145246505737305,0.9047792924375203,0.2686638952447818,0.8951979234263465
165,165,0.22744572500592655,0.9036838688737423,0.2775753759420835,0.8942245295262816
166,166,0.22363383146290927,0.9058341447581953,0.29240069137169766,0.8948734587929915
167,167,0.22560685857669593,0.9052255761116521,0.267794909958656,0.8945489941596366
168,168,0.2251359588399376,0.904860434923726,0.2651580675290181,0.8964957819597664
169,169,0.22609813972232268,0.9049821486530347,0.33270280636273897,0.8919532770927969
170,170,0.22277386916666916,0.9064021421616358,0.29731744069319505,0.8942245295262816
171,171,0.22864744881379237,0.9053067185978578,0.2875631061884073,0.8961713173264114
172,172,0.22388870015586773,0.9060370009737099,0.2646744979115633,0.8951979234263465
173,173,0.22209009174833594,0.9069295683219734,0.27283639976611507,0.8964957819597664
174,174,0.22176448493888698,0.9079844206426485,0.27840995215452635,0.8939000648929266
175,175,0.22322669348765894,0.9058341447581953,0.30549046053336215,0.8955223880597015
176,176,0.22354014555818028,0.9072541382667965,0.30641767038748813,0.8948734587929915
177,177,0.22154398784809506,0.9071729957805907,0.2665003346135983,0.8942245295262816
178,178,0.2223529723501697,0.9078627069133398,0.29968131390901714,0.8961713173264114
179,179,0.2213730672278355,0.9083495618305745,0.33828811232860273,0.8964957819597664
180,180,0.21935812821707776,0.9095666991236612,0.2705728973333652,0.8971447112264763
181,181,0.22008904983702393,0.9069701395650763,0.2853671954228328,0.8968202465931213
182,182,0.2196942265193487,0.9090392729633235,0.2947490089214765,0.8981181051265412
183,183,0.22738183804394044,0.9060370009737099,0.28630479253255403,0.8971447112264763
184,184,0.2183626538392195,0.9086335605322947,0.2700493633747101,0.8977936404931862
185,185,0.22339111858421995,0.9083901330736773,0.27871054067061496,0.8961713173264114
186,186,0.2172089702997011,0.9094855566374553,0.27250061012231386,0.8964957819597664
187,187,0.21830490477306327,0.9080655631288542,0.27157678397802204,0.8939000648929266
188,188,0.21868856911806717,0.9088364167478091,0.3232777164532588,0.8948734587929915
189,189,0.21626422715555763,0.9091609866926322,0.28907570701379043,0.8935756002595717
190,190,0.21970520022603654,0.9098101265822784,0.26351517596496987,0.8977936404931862
191,191,0.2206006630794289,0.9095666991236612,0.30089138333614057,0.8961713173264114
192,192,0.21563190452216827,0.9086335605322947,0.27112551721242756,0.8971447112264763
193,193,0.21598459196459388,0.90997241155469,0.2642905548788034,0.8945489941596366
194,194,0.216151103223722,0.9098506978253814,0.2849565480764096,0.8964957819597664
195,195,0.21453671234170185,0.9103781239857189,0.26706539352352804,0.8958468526930564
196,196,0.21281094142456644,0.9095261278805583,0.2675306246830867,0.8955223880597015
197,197,0.21506107683034287,0.9111084063615709,0.30290228243057543,0.899740428293316
198,198,0.21337037664098837,0.9092015579357352,0.2660119367333559,0.8971447112264763
199,199,0.2168381100462884,0.9108244076598507,0.2645904433268767,0.8968202465931213
